통합키,회사명,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,업종,직급직책,근무시간,급여,채용인원,채용인원구분,학력,상세주소,경력구분,최소연차,고용형태표준,시도,시군구,기술스택,마감일,마감구분,게재사이트수,게재사이트,대표URL,전체URL,수집시각,부산판정근거,부산판정확실도
KR2026090700020730,㈜세화플러스,세화플러스 영업관리 본부장 구인,"영업, 영업관리",영업,,"공동주택, 집합건물 영업, 관리 등 4.",경력 경력 (2년이상) 학력 학력무관,,,주거용 부동산 관리업,,주5일(월~금) 09:00 ~ 18:00,회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 해운대구 선수촌로 57-30 (반여동) 2층 지도보기,경력,2,계약직,부산,해운대구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873134,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810308 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873134 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873134?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:11,시도=부산,강
KR2026090700020731,잰플랜,"실내건축 인테리어 설계팀원 모집합니다. (캐드, 스케치업 가능자)","설계팀 직원 모집합니다, 건축, 설계, 캐드",설계팀 직원 모집합니다.,,,경력 신입·경력 학력 초대졸이상 (졸업예정자 가능) 스킬,"기본우대 컴퓨터활용능력 우수자, 운전가능자, 엑셀 고급능력 보유자, CAD/CAM 프로그램 능숙자, 문서작성 우수자, 포토샵 능숙자, 리더쉽 소유자, 즉시출근 가능자, 장기근무 가능자 자격증 우대전공",,"도배, 실내장식 및 내장 목공사업",,주5일(월~금) 09:00 ~ 18:00 탄력근무제,회사 내규에 따름 (면접 후 결정),1,명시,초대졸↑,부산 강서구 대저로 224-9 (대저1동) 인텍타운 1층 102호 지도보기,경력,1,정규직,부산,강서구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873170,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810307 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873170 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873170?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:13,시도=부산,강
KR2026090700020732,㈜지엠티,[지엠티] 해상교통사업부 사업수행 유지보수 상주 인원 채용,"해양관제, 항공관제, 상주근무, 유지보수","해양관제, 항공관제, 상주근무, 유지보수",,,"경력 신입·경력 (2년이상) 학력 학력무관 스킬 , 빅데이터, 백엔드, 프론트엔드, 앱개발, S/W, 솔루션, si개발","기본우대 운전가능자, 관련 자격증 보유자, 즉시출근 가능자",,솔루션·SI·CRM·ERP,,주5일(월~금) 09:30 ~ 18:30 탄력근무제,회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 동구 중앙대로 305 (초량동) 5층 지도보기,경력,2,정규직,부산,동구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873221,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810306 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873221 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873221?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:17,시도=부산,강
KR2026090700020733,㈜에코텍,선박 관련 2D 설계 보조,"선박 관련 2D 도면 작성, 선박, 도면, 조선, 3D설계, 2D설계, 설계, 3D, 모델링, CAD",선박 관련 2D 도면 작성,,"AutoCAD를 이용한 선박관련 2D 설계 보조 ㆍ선박 Rudder 및 구조 설계 보조 ㆍ선박 관련 3D 모델링 스킬 ㆍ3ds Max, AutoCAD, CAD, CATIA, 2D 설계",경력 신입 학력 고졸이상 스킬,"기본우대 영어가능자, CAD/CAM 프로그램 능숙자, 관련 자격증 보유자 우대전공",,선박 구성 부분품 제조업,,주5일(월~금) 09:00 ~ 18:00 탄력근무제,"연봉 3,000만원 이상",1,명시,고졸↑,"부산 해운대구 센텀중앙로 97 (재송동, 센텀스카이비즈) B동 205호 지도보기",신입,0,정규직,부산,해운대구,,2026-10-28,상시,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873284?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810304 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873284?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:52,시도=부산,강
KR2026090700020734,㈜지엠티,[지엠티] 해상교통사업부 유지보수 사업수행 인원 채용,"해양관제, 항공관제, 상주근무, 유지보수","해양관제, 항공관제, 상주근무, 유지보수",,,"경력 신입·경력 (3년이상) 학력 학력무관 스킬 네트워크, 유지보수, 사업수행, 점검, 정보시스템","기본우대 운전가능자, 관련 자격증 보유자, 즉시출근 가능자",,솔루션·SI·CRM·ERP,,주5일(월~금) 09:00 ~ 18:00 탄력근무제,회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 동구 중앙대로 305 (초량동) 5층 지도보기,경력,3,정규직,부산,동구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873298,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810302 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873298 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873298?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:25,시도=부산,강
KR2026090700020735,닥서코리아㈜,글로벌포워딩-Senior Ocean Freight Import Coordinator(7-10 Years),글로벌포워딩-해상수입 부산,글로벌포워딩-해상수입 부산,,"EDI 신고 및 DO발행, Documentation ㆍ 고객, 선사, Vendors 및 해외 Branch와의 communication ㆍ Cargo tracking, 배송, 정산 업무 ㆍ당사 자체 System 활용한 Cargo detail input",경력 경력 (7년이상) 학력 대졸이상,해상수입 업무 경험자,,"화물운송 중개, 대리 및 관련 서비스업",,주5일(월~금) 09:00 ~ 18:00,회사 내규에 따름 (면접 후 결정),1,명시,대졸↑,"부산 동구 중앙대로 192 (초량동, 한국교직원공제회부산회관) 지도보기",경력,7,정규직,부산,동구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49872767,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810301 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872767 | https://www.jobkorea.co.kr/Recruit/GI_Read/49872767?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:22:27,시도=부산,강
KR2026090700020736,디비손해보험㈜,서면 신사옥 에이스지점 신설  파트너 모집,,,,,,,,,,,,1,명시,,,기타,,프리랜서,부산,진구,,2026-09-27,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810300,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810300 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809754 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809321 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=807429 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=806205 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=806127 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=805393 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=804917 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=804479,2026-09-07 22:43:38,시도=부산,강
KR2026090700020737,하이리움산업㈜,EPC 시공 관리 및 설계 담당자 채용-부산근무자,"시공, 설계",,,,,,,기계·설비·자동차,,,,2,명시,,,경력,3,정규직,부산,동구,,2026-09-27,기한,1,부산일자리정보망,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810299,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810299 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=801485,2026-09-07 22:43:39,시도=부산,강
KR2026090700020738,에이스유니폼,(주)에이스유니폼 부산본사 물류관리팀 정규직 채용,"물류 납품, 물류관리",물류 납품,,"컨테이너 화물 적재/적출 ㆍ물류창고관리, 입출고 재고관리 ㆍ제품 팩킹 및 출하 ㆍ거래처 납품 (주 3회 배송)",경력 경력무관 학력 고졸이상 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 즉시출근 가능자, 장기근무 가능자 자격증",,"근무복, 작업복 및 유사의복 제조업",,"주5일(월~금), 둘째,넷째,다섯째주 토요일 격주출근(월 1~2회) 근무,공휴일 격주근무 08:30 ~ 18:00","연봉 3,150만원 이상",2,명시,고졸↑,부산 강서구 미음국제2로 35 (미음동) 에이스유니폼 지도보기,무관,0,정규직,부산,강서구,,2026-09-27,기한,3,"잡코리아, 사람인, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873487,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810298 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809443 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=809030 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=770765 | https://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=54856971 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873487 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873487?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:37,시도=부산,강
KR2026090700020739,에스이에스티,산업기계 관련 2D CAD 설계 인원 모집,"2D CAD, 기계, CAD, 설계",2D CAD,,"상세내용을 입력하세요 ㆍ상세내용을 입력하세요 스킬 ㆍAutoCAD, CAD, 2D 설계",경력 경력 (1년이상) 학력 초대졸이상 스킬,기본우대 CAD/CAM 프로그램 능숙자,,액체 여과기 제조업,,주5일(월~금) 08:00 ~ 17:00,"연봉 3,000만원 이상 (면접 후 결정)",1,명시,초대졸↑,"부산 강서구 미음산단로8번길 37 (구랑동, 에스이에스티(주)) SEST 지도보기",경력,1,정규직,부산,강서구,,2026-10-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873644,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810293 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873644 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873644?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 21:11:44,시도=부산,강
KR2026090700020740,에스이에스티,(기계 제조업) 품질관리팀 인원 모집,"품질경영, 기계, 제조, 품질관리, 기계 제조업",품질경영,,상세내용을 입력하세요 ㆍ상세내용을 입력하세요,경력 경력 학력 초대졸이상,상세내용을 입력하세요 ㆍ상세내용을 입력하세요,,액체 여과기 제조업,,주5일(월~금) 08:00 ~ 17:00,"연봉 4,000만원 이상 (면접 후 결정)",1,명시,초대졸↑,"부산 강서구 미음산단로8번길 37 (구랑동, 에스이에스티(주)) SEST 지도보기",경력,1,정규직,부산,강서구,,2026-10-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873732,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810292 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873732 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873732?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 21:11:45,시도=부산,강
KR2026090700020741,미도식품(유),미도식품(유) 품질관리업무 신입 / 경력 채용 공고,품질관리,미도식품유 품질관리업무 신입 / 경력 채용,,"기준서 관리 및 현장 관련 업무 - 현장 점검 : 작업장 위생 점검, 개인위생 점검, 작업장 온도 관리, 이물관리 등 점검 -현장 관련 일지 작성(품질공정일지 등) -현장 점검 후 개선 사항 전달 - 선행요건관리기준서 개정 - 일지 작성 및 현장 일지 관리 ㆍ 품질검사와 기록관리업무 - 완제품, 원.부재료, 작업자 위생, 작업장 공중 낙하세균, 표면 오염도, 용수 등 검사 등 - 검사 후 성적서 작성 - 시약배지 관리 대장 작성 - 원료 입고시 시험성적서 관리",경력 신입·경력 (3년이상) 학력 초대졸이상,식품 관련 전공 이수하신 분 ㆍ 미생물 검사 경험 있으신 분 ㆍ 식품공장 위생관리 경험 있으신 분 ㆍ 내부심사 및 문서관리 경험 있으신 분 ㆍ 품질지표 분석 및 보고 가능하신 분,,"수산동물 훈제, 조리 및 유사 조제식품 제조업",,주5일(월~금) 08:30 ~ 18:00,회사 내규에 따름 (면접 후 결정),1,명시,초대졸↑,부산 사하구 장림로93번길 33 (장림동) 미도식품 유한회사 지도보기,경력,3,정규직,부산,사하구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873690,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810290 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=808073 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873690 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873690?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 18:31:54,시도=부산,강
KR2026090700020742,희와제과,[희와제과 전포점] 주방직원 제빵팀 신입분 채용,"제빵파트, 제빵, 베이커리, 식품, 음식료, 카페, 제과제빵점, 제빵사, 제과, 주방, 직원, 주방직원",제빵파트,,,경력 신입 학력 학력무관 스킬,,,음식료·외식·프랜차이즈,,"주5일 (월, 목, 금, 토, 일) 06:00 ~ 15:00 마지막주는 월화수 휴무이며, 휴계시간 1시간 포함입니다","연봉 2,600~2,600만원",1,명시,학력무관,"부산 부산진구 전포대로246번길 6 (전포동, 동양팰리스) 1층 희와제과 본점 지도보기",신입,0,계약직,부산,진구,,2026-10-28,상시,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873830?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810289 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873830?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:53,시도=부산,강
KR2026090700020743,글램팜부산공식지사,미용기기 케어서비스 매니저 및  거래처 관리 영업 담당자 모집,"미용기기 케어서비스 및 거래처관리 영업, 영업, 헤어샵, 매니저",미용기기 케어서비스 및 거래처관리 영업,,,경력 경력무관 학력 학력무관,"기본우대 인근거주자, 차량소지자, 즉시출근 가능자",,뷰티·미용,,주5일(월~금) 09:00 ~ 18:00,"연봉 3,000~3,000만원 (면접 후 결정)",1,명시,학력무관,부산 수영구 남천동 71-7 지도보기,무관,0,정규직,부산,수영구,,2026-09-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873995?rPageCode=SL&logpath=21&sn=6&sc=611,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810285 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873995?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-08 14:58:53,시도=부산,강
KR2026090700020744,거대돼지국밥,"홀 / 주방파트(격주 5,6일/주5일 탄력/주5일/주6일) 모집","홀 격주 5일, 6일 근무, 주방 격주 5일, 주방 주5일, 탄력근무제, 주방(주5일제), 주방(주6일제), 주방, 홀","홀(격주 5일,6일 근무), 주방(격주 5일,6일 근무), 주방(주5일,탄력근무제), 주방(주5일제), 주방(주6일제)",,,경력 경력 (1년이상) 학력 학력무관,,,한식 일반 음식점업,,"*모집요강 참조 06:00 ~ 17:00, 09:00 ~ 20:00, 10:00 ~ 15:30, 10:00 ~ 21:00 *모집요강 참조",회사 내규에 따름 ((상세요강참고)),1,명시,학력무관,"부산 해운대구 달맞이길 16-2 (중동, 청호카정비) 거대돼지국밥 지도보기",경력,1,계약직,부산,해운대구,,2026-09-30,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49874006,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810282 | https://www.busanjob.net/view.do?no=1308&pgMode=show&id=783569 | https://www.jobkorea.co.kr/Recruit/GI_Read/49874006 | https://www.jobkorea.co.kr/Recruit/GI_Read/49874006?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 19:13:47,시도=부산,강
KR2026090700020745,파트너물류 인천지점,부산 화물기사님 모집합니다 / 초보여도 ok / 기사분들 고정노선 보고결정,"배송업무, 화물배송, 1톤, 2.5톤, 3.5톤, 5톤, 11톤, 워킹카, 화물, 기사, 화물기사","배송업무, 화물배송, 1톤/2.5톤/3.5톤/5톤/11톤/워킹카",,,경력 경력무관 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 장기근무 가능자 자격증",,전자상거래 소매업,,주5일(월~금) 09:00 ~ 18:00 탄력근무제 시간협의,월급 550~950만원,3,명시,학력무관,부산 해운대구 세실로27번길 21-1 (좌동) 주변센터이동후출발 지도보기,무관,0,"계약직, 정규직",부산,해운대구,,2026-10-27,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49873973,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810280 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873973 | https://www.jobkorea.co.kr/Recruit/GI_Read/49873973?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 21:11:46,시도=부산,강
KR2026090700020746,㈜에스씨에이게임부산,[코리아교육그룹]SBS아카데미게임학원 부산지점 신입사원 채용공고,"학원상담, 교육멘토, 학생관리, 교육, 사원, 코리아교육그룹, 신입사원","학원상담, 교육멘토, 학생관리",,,경력 신입 학력 학력무관,기본우대 유관업무 경험자(인턴·알바),,기타 기술 및 직업훈련학원,,주5일(월~금) 09:30 ~ 18:00 [중식 1시간 포함],회사 내규에 따름 (면접 후 결정),1,명시,학력무관,부산 부산진구 중앙대로 736 (부전동) 801호 지도보기,신입,0,"계약직, 정규직",부산,부산진구,,2026-09-13,기한,2,"잡코리아, 부산일자리정보망",https://www.jobkorea.co.kr/Recruit/GI_Read/49874052,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=810279 | https://www.jobkorea.co.kr/Recruit/GI_Read/49874052 | https://www.jobkorea.co.kr/Recruit/GI_Read/49874052?rPageCode=SL&logpath=21&sn=6&sc=611,2026-09-07 17:07:31,시도=부산,강
