통합키,정답코드,정답명,예측코드,근거,확실도,매칭토큰,정답13분류,예측13분류,추정코드,추정근거
KR2026090700017380,027204,경리 사무원(제조),027200,별칭일치,강,경리사무원,01,01,,
KR2026090700028630,531803,병원 급식 조리사,5,상위합의,약,조리사,06,06,,사전(학습) 「조리사」 — 정답 67건 중 65건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700021159,890000,기타 제조 관련 단순 종사원,8,상위합의,약,제조,10,10,,사전(학습) 「제조단순종사원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700017622,140201,건축 현장소장,140201,별칭일치,강,건축현장소장,02,02,,
KR2026090700023383,028302,수상 운송 사무원(해상 운송),0,상위합의,약,사무,01,01,,사전(학습) 「사무」 — 정답 165건 중 136건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700022728,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700016627,550102,재가 요양보호사,550102,학습사전,중,재가노인요양사,06,06,,
KR2026090700022383,232100,보육교사,232100,학습사전,중,어린이집교사,03,03,,
KR2026090700017339,232100,보육교사,232100,별칭일치,강,보육교사,03,03,,
KR2026090700015545,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700038241,026501,총무 및 일반 사무원,026501,학습사전,중,총무사무원,01,01,,
KR2026090700031424,824100,용접원,8,상위합의,약,조선,10,10,,사전(학습) 「조선」 — 정답 54건 중 29건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700037199,531804,사업체 구내식당 급식 조리사,531804,학습사전,중,(회사)구내식당조리사,06,06,,
KR2026090700142170,542002,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",542002,별칭일치,강,청사경비원,06,06,,
KR2026090700018860,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700142174,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700018877,213000,유치원 교사,213000,별칭일치,강,유치원교사,03,03,,
KR2026090700037172,706000,건설 및 광업 단순 종사원,8,상위합의,약,작업자,09,10,890000,사전(수동) 「작업자」 — 제조 단순 종사원
KR2026090700016642,306501,물리치료사,306501,별칭일치,강,물리치료사,04,04,,
KR2026090700037336,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700142395,823101,단조원,823101,별칭일치,강,단조원,10,10,,
KR2026090700018032,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700022995,159103,기계·금속 제도사(캐드원),8,상위합의,약,기계,02,10,,사전(학습) 「기계」 — 정답 210건 중 123건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700015546,012300,마케팅 및 광고‧홍보 관리자(부서장),1,상위합의,약,개발,01,07,,후보 표결 — 지지 후보들의 13대분류가 07 로 모였다
KR2026090700038210,813200,금속 공작기계 조작원,,미분류,,,10,,,
KR2026090700019202,813210,머시닝센터(MCT) 조작원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700038199,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직사원,10,10,,사전(학습) 「생산직사원」 — 정답 6건 중 6건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700021804,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700030294,140303,토목시공 기술자(토목견적 포함),140303,별칭일치,강,토목시공기술자,02,02,,
KR2026090700025471,813201,CNC 선반 조작원(NC 선반 조작원),813201,학습사전,중,cnc터닝선반조작원,10,10,,
KR2026090700018915,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700031572,872300,도시락 제조원,8,상위합의,약,포장,10,10,,사전(학습) 「포장」 — 정답 142건 중 114건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016891,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700022420,027100,회계 사무원,0,상위합의,약,사무,01,01,,사전(수동) 「팀장」 — 직급이라 직업을 특정할 수 없다
KR2026090700023846,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700022025,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700038212,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700037378,890006,식품 분야 단순 종사원,8,상위합의,약,제빵,10,10,,사전(학습) 「제빵」 — 정답 4건 중 4건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016634,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700017318,835300,전자 부품 및 제품 제조 기계 조작원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700028442,824107,용접 사상원 및 보조원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700142272,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700023834,307500,간호조무사,307500,별칭일치,강,간호조무사,04,04,,
KR2026090700028640,415402,책·인쇄물·출판 디자이너,8,상위합의,약,생산,05,05,,사전(학습) 「편집디자이너」 — 정답 2건 중 2건이 05 예술·디자인·방송·스포츠직 — 세세분류는 흩어진다
KR2026090700015587,813101,프레스 금형 제조원,813101,별칭일치,강,프레스금형제조원,10,10,,
KR2026090700018056,531200,한식 조리사,5,상위합의,약,조리,06,06,532300,사전(수동) 「주방보조」 — 주방 보조원
KR2026090700016592,307500,간호조무사,307500,별칭일치,강,간호조무사,04,04,,
KR2026090700018093,890000,기타 제조 관련 단순 종사원,8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700015540,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700026127,232100,보육교사,232100,학습사전,중,어린이집센터장,03,03,,
KR2026090700030144,813201,CNC 선반 조작원(NC 선반 조작원),813201,별칭일치,강,cnc선반조작원,10,10,,
KR2026090700142245,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700019207,028502,생산관리 사무원(기계·자동차·금속),8,상위합의,약,기계,01,10,,사전(수동) 「팀장」 — 직급이라 직업을 특정할 수 없다
KR2026090700017327,307501,간호조무사(요양병원 제외),307500,별칭일치,강,간호조무사,04,04,,
KR2026090700015553,541300,시설 및 특수 경비원,5,상위합의,약,특수경비원,06,06,541300,사전(학습) 「특수경비원」 — 정답 3건 중 2건이 541300 시설 및 특수 경비원
KR2026090700030946,531803,병원 급식 조리사,531803,별칭일치,강,병원급식조리사,06,06,,
KR2026090700016635,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
KR2026090700031544,306400,치과위생사,306400,별칭일치,강,치과위생사,04,04,,
KR2026090700037764,564100,계기 검침원 및 가스 점검원,,미분류,,,06,,,
KR2026090700029628,813201,CNC 선반 조작원(NC 선반 조작원),813201,별칭일치,강,cnc선반조작원(nc선반조작원),10,10,,
KR2026090700016221,231101,사회복지사(사회복지시설),231100,별칭일치,강,사회복지사,03,03,,
KR2026090700017316,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700037836,232200,보육 관련 시설 돌봄 종사원,5,상위합의,약,돌봄,03,06,,사전(학습) 「돌봄」 — 정답 57건 중 40건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700025448,304000,간호사,304000,별칭일치,강,간호사,04,04,,
KR2026090700142178,813201,CNC 선반 조작원(NC 선반 조작원),813201,별칭일치,강,cnc선반조작원,10,10,,
KR2026090700029769,883300,목제품 제조 관련 종사원,8,상위합의,약,생산직사원,10,10,,사전(학습) 「woodenbox제작원」 — 정답 2건 중 2건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700016880,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",561101,별칭일치,강,아파트청소원,06,06,,
KR2026090700019722,890006,식품 분야 단순 종사원,8,상위합의,약,포장,10,10,,사전(학습) 「포장」 — 정답 142건 중 114건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700021777,550101,요양보호사(노인요양사),550100,별칭일치,강,요양보호사,06,06,,
KR2026090700023952,140303,토목시공 기술자(토목견적 포함),140303,별칭일치,강,토목시공기술자,02,02,,
KR2026090700029528,550102,재가 요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700015568,550100,요양보호사,550100,별칭일치,강,요양보호사,06,06,,
KR2026090700020028,027102,회계 사무원(회계·세무 사무소),027102,학습사전,중,세무,01,01,,
KR2026090700037255,623004,지게차 운전원,623004,별칭일치,강,지게차운전원,08,08,,
KR2026090700020831,159103,기계·금속 제도사(캐드원),159103,학습사전,중,기계캐드원,02,02,,
KR2026090700038214,561100,건물 청소원,561100,별칭일치,강,건물청소원,06,06,,
KR2026090700015613,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700142167,561101,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,상위합의,약,미화원,06,06,561100,사전(수동) 「미화원」 — 건물 청소원
KR2026090700015612,028407,창고 관리원(자재 검수원 포함),0,상위합의,약,물류,01,01,,사전(학습) 「물류」 — 정답 39건 중 24건이 01 경영·사무·금융·보험직 — 세세분류는 흩어진다
KR2026090700037570,028407,창고 관리원(자재 검수원 포함),028407,별칭일치,강,창고관리원,01,01,,
KR2026090700037621,890002,단순 사상원(용접사상 제외-용접원구분),890002,별칭일치,강,단순사상원,10,10,,
KR2026090700038277,232100,보육교사,2,상위합의,약,교사,03,03,232100,사전(학습) 「교사」 — 정답 67건 중 41건이 232100 보육교사
KR2026090700022719,231100,사회복지사,,미분류,,,03,,,
KR2026090700030228,813105,금형제조 보조원,813105,별칭일치,강,금형제조보조원,10,10,,
KR2026090700015597,531802,유치원·어린이집 급식 조리사,5,상위합의,약,조리,06,06,,사전(학습) 「조리」 — 정답 127건 중 119건이 06 미용·여행·숙박·음식·경비·청소직 — 세세분류는 흩어진다
KR2026090700016579,158102,소방시설·설비 시공 기술자,158102,학습사전,중,설비기사,02,02,,
KR2026090700028907,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,권선공,10,10,,
KR2026090700017364,824100,용접원,8,상위합의,약,용접,10,10,,사전(학습) 「용접」 — 정답 75건 중 65건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029534,561400,재활용품 및 쓰레기 수거원,5,상위합의,약,채용담당,06,06,561400,사전(학습) 「재활용품분리수거원」 — 정답 3건 중 3건이 561400 재활용품 및 쓰레기 수거원
KR2026090700142258,813201,CNC 선반 조작원(NC 선반 조작원),8,상위합의,약,생산직,10,10,,사전(수동) 「생산직」 — 생산 현장직. 공정은 특정 불가 → 설치·정비·생산직
KR2026090700030377,813102,플라스틱 금형 제조원,813102,별칭일치,강,플라스틱금형제조원,10,10,,
KR2026090700038298,232904,그 외 사회복지 종사원,8,상위합의,약,조립,03,10,,사전(학습) 「조립」 — 정답 110건 중 96건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700029350,822301,제관원,8,상위합의,약,제관,10,10,,사전(학습) 「용접」 — 정답 75건 중 65건이 10 설치·정비·생산직 — 세세분류는 흩어진다
KR2026090700028385,159103,기계·금속 제도사(캐드원),1,상위합의,약,설계,02,02,,사전(학습) 「설계」 — 정답 86건 중 66건이 02 연구직 및 공학기술직 — 세세분류는 흩어진다
KR2026090700030225,624400,선박 승무원 및 관련 종사원,0,상위합의,약,공무,08,01,,사전(수동) 「공무」 — 제조업 공무팀(설비 관리)
KR2026090700038037,890000,기타 제조 관련 단순 종사원,890000,학습사전,중,단순조립원,10,10,,
KR2026090700037338,550102,재가 요양보호사,550102,별칭일치,강,재가요양보호사,06,06,,
