회사명,공고제목,직무,경력,고용형태,지역,기술스택,마감일,공고URL,수집시각
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 수영구 남천동,,상시모집,https://www.albamon.com/jobs/detail/119041846,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 남구 대연동,,상시모집,https://www.albamon.com/jobs/detail/119041844,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 남구 용호동,,상시모집,https://www.albamon.com/jobs/detail/119041841,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 기장군 정관읍,,상시모집,https://www.albamon.com/jobs/detail/119041840,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 금정구 장전동,,상시모집,https://www.albamon.com/jobs/detail/119041838,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 강서구 명지동,,상시모집,https://www.albamon.com/jobs/detail/119041837,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 연제구 연산동,,상시모집,https://www.albamon.com/jobs/detail/119041836,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 연제구 거제동,,상시모집,https://www.albamon.com/jobs/detail/119041834,2026-09-07 15:31:21
매머드 익스프레스 양평동점,매머드익스프레스 양평자이점 평일 미들-마감 알바구인,"바리스타, 커피전문점, 매장관리·판매",6개월~1년,"시급 12,660원",서울 영등포구,,상시모집,https://www.albamon.com/jobs/detail/118926943,2026-09-07 15:31:21
마켓컬리,부산 마켓컬리 새벽배송기사 모집 합니다 / 초보가능 / 차량대여가능,"화물·운송·이사, 택배·배송기사, 납품기사",1년이상,"월급 5,000,000원",부산 해운대구 좌동,,상시모집,https://www.albamon.com/jobs/detail/119041833,2026-09-07 15:31:21
백억커피 태장사거리점,"[수원 망포]백억커피 태장사거리점 / 평일,주말 /오픈,미들,마감 모집","바리스타, 커피전문점, 베이커리·도넛·떡",6개월~1년,"시급 11,000원",경기 수원시 영통구 망포동,,상시모집,https://www.albamon.com/jobs/detail/118838812,2026-09-07 15:31:21
㈜ 웅진북센,(주)웅진북센 입고 계약직 모집(오후~야간근무),"포장·품질검사, 입출고·창고관리, 물류피킹·포장·전산",1년이상,"월급 2,256,880원",경기 파주시,,2026-09-27,https://www.albamon.com/jobs/detail/119041823,2026-09-07 15:31:21
치폴레,치폴레 한국 1호점 강남점 Grand open 크루멤버를 모집합니다.,"일반음식점, 패밀리레스토랑, 패스트푸드점",3개월~6개월,"시급 10,400원",서울 동작구 상도동,,상시모집,https://www.albamon.com/jobs/detail/118833153,2026-09-07 15:31:21
인천공항T2 AS서편,"[인센+교통비 지급] 금,토 심야 채용중 롯데리아 인천공항T2A/S서편","주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,320원",인천 전체,,상시모집,https://www.albamon.com/jobs/detail/118845202,2026-09-07 15:31:21
신촌역점,롯데리아 신촌역점에서 같이 일 하실 아르바이트 모집합니다~!!,"주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,320원",서울 서대문구 창천동,,2026-09-16,https://www.albamon.com/jobs/detail/118795872,2026-09-07 15:31:21
프레지던트 위스키,삼성동 100%모던바/분위기좋은바/시간보장/착석X,바(bar),1개월~3개월,"시급 80,000원",서울 강남구 역삼동,,상시모집,https://www.albamon.com/jobs/detail/118896859,2026-09-07 15:31:21
No-Brand파주와동점,No-Brand 파주와동점 STAFF 모집,"매장관리·판매, 캐셔·카운터, 유통점·마트",3개월~6개월,"시급 11,500원",경기 파주시,,상시모집,https://www.albamon.com/jobs/detail/119003483,2026-09-07 15:31:21
벤슨 갤러리아 명품관,한화 ★ 벤슨(Benson) 아이스크림 매장 스탭  채용,"바리스타, 제과제빵사, 아이스크림·디저트",1년이상,"연봉 31,500,000원",서울 강남구 압구정동,,상시모집,https://www.albamon.com/jobs/detail/118770847,2026-09-07 15:31:21
만수향촌점,우지커피  만수향촌점 주말오픈조 아르바이트 모집합니다.,"바리스타, 커피전문점, 매장관리·판매 기타",6개월~1년,"시급 10,500원",인천 남동구 만수동,,2026-09-12,https://www.albamon.com/jobs/detail/118937023,2026-09-07 15:31:21
인천공항1층,[교통비+인센티브]롯데리아 인천공항1층점 알바 대모집!!,"주방보조·설거지, 패스트푸드점, 매장관리·판매",3개월~6개월,"시급 10,320원",인천 전체,,상시모집,https://www.albamon.com/jobs/detail/118815612,2026-09-07 15:31:21
No-Brand강남터미널점,노브랜드 강남터미널점 신규 스탭 채용,"매장관리·판매, 캐셔·카운터, 유통점·마트",3개월~6개월,"시급 11,500원",서울 서초구 반포동,,2026-09-25,https://www.albamon.com/jobs/detail/119006080,2026-09-07 15:31:21
㈜서빅 - 즉시 출근 가능자 우대,[진천/초보가능] 신축공장 튜브형 치약생산 오퍼레이터 및 검수직,"제조·가공·조립, 포장·품질검사, 기계조작·오퍼레이터",1년이상,"월급 2,700,000원",충북 진천군,,2026-09-21,https://www.albamon.com/jobs/detail/119035504,2026-09-07 15:31:21
송파삼전,롯데리아 송파삼전점 부점장님 모십니다.,"패스트푸드점, 매장관리·판매",1년이상,"월급 3,200,000원",경기 전체,,상시모집,https://www.albamon.com/jobs/detail/118966568,2026-09-07 15:31:21
직장인투잡/19시-23시30분/당일지급 /84.000,직장인투잡/ 일-금/19시-23시30분/당일지급/84.000,"서비스 기타, 상하차·소화물 분류, 화물·운송·이사",6개월~1년,"일급 84,000원",경기 평택시,,상시모집,https://www.albamon.com/jobs/detail/119019394,2026-09-07 15:31:21
직장인투잡/19시-23시30분/당일지급 /84.000,직장인투잡/ 일-금/19시-23시30분/당일지급/84.000,"서비스 기타, 상하차·소화물 분류, 화물·운송·이사",6개월~1년,"일급 84,000원",경기 오산시,,상시모집,https://www.albamon.com/jobs/detail/119019376,2026-09-07 15:31:21
태경글로벌//당일지급/10만6천/배송보조,급구/식자재야간배송보조 /당일지급/오늘저녁,"서비스 기타, 상하차·소화물 분류, 화물·운송·이사",6개월~1년,"일급 106,000원",경기 오산시,,상시모집,https://www.albamon.com/jobs/detail/119019288,2026-09-07 15:31:21
화성반월,"[롯데리아 화성반월점 ] 아르바이트 모집 - 평일/주말/주3일,주5일","주방보조·설거지, 패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,320원",경기 화성시 병점구 기산동,,상시모집,https://www.albamon.com/jobs/detail/118911363,2026-09-07 15:31:21
투썸플레이스 오목교역점,[직영점] 투썸플레이스 월급제(캡틴) 모집,"바리스타, 커피전문점, 아이스크림·디저트",1년이상,"월급 2,500,000원",서울 양천구,,상시모집,https://www.albamon.com/jobs/detail/118795864,2026-09-07 15:31:21
투썸플레이스 명동대연각타워점,[직영]투썸플레이스명동대연각타워점 평일 오픈/마감 스탭(STAFF)채용,"바리스타, 커피전문점, 아이스크림·디저트",6개월~1년,"시급 10,400원",서울 성동구,,2026-09-12,https://www.albamon.com/jobs/detail/118801281,2026-09-07 15:31:21
당일지급 -  10.6만원 - 월-금 - 5일고정근무,급구/오늘야간배송보조 / 월-금/24시~07시내/당일지급/106.000,"서비스 기타, 상하차·소화물 분류, 화물·운송·이사",6개월~1년,"일급 106,000원",경기 평택시,,상시모집,https://www.albamon.com/jobs/detail/119019347,2026-09-07 15:31:21
당일지급 -  10.6만원 - 월-금 - 5일고정근무,야간배송보조 / 월-금/24시~07시내/당일지급/106.000/고정근무,"서비스 기타, 상하차·소화물 분류, 화물·운송·이사",6개월~1년,"일급 106,000원",서울 송파구,,상시모집,https://www.albamon.com/jobs/detail/119019338,2026-09-07 15:31:21
태경글로벌/당일지급/10만6천/배송보조,급구/식자재야간배송보조 /당일지급/오늘저녁,"서비스 기타, 상하차·소화물 분류, 화물·운송·이사",6개월~1년,"일급 106,000원",경기 수원시 팔달구,,상시모집,https://www.albamon.com/jobs/detail/119019331,2026-09-07 15:31:21
등촌역,"롯데리아 등촌역점 주부,아르바이트,경력직(리더,바이스)","패스트푸드점, 매장관리·판매",6개월~1년,"시급 10,320원",서울 강서구,,상시모집,https://www.albamon.com/jobs/detail/118743685,2026-09-07 15:31:21
엔젤 수서환승통로,[ 오픈근무 ] 엔제리너스 수서역점 아르바이트 모집합니다.,"바리스타, 커피전문점",6개월~1년,"시급 10,320원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/119041826,2026-09-07 15:31:22
"통근운행 청주,오송,조치원,가경동, 용암동, 분평동 등","[주간고정] 화장품용기 표지인쇄 포장,검사,투입 등 초보,주부환영","제조·가공·조립, 포장·품질검사, 기계조작·오퍼레이터",1년이상,"월급 2,700,000원",충북 청주시 서원구 사창동,,상시모집,https://www.albamon.com/jobs/detail/119035489,2026-09-07 15:31:22
대전둔산시티점,주말 양일간 편의점 아르바이트 하실분 구합니다.,편의점,3개월~6개월,"시급 10,320원",대전 서구 둔산동,,상시모집,https://www.albamon.com/jobs/detail/119035499,2026-09-07 15:31:22
노브랜드버거 고속터미널점,[NBB 고속터미널직영] 출근은 가볍게 지갑은 무겁게!,"외식·음료, 서빙, 패스트푸드점",3개월~6개월,"시급 13,884원",서울 강북구,,상시모집,https://www.albamon.com/jobs/detail/118942900,2026-09-07 15:31:22
컴포즈커피 의정부신곡중앙점,컴포즈커피 의정부신곡중앙점 주말 미들,"바리스타, 커피전문점, 캐셔·카운터",6개월~1년,"시급 10,320원",경기 의정부시,,상시모집,https://www.albamon.com/jobs/detail/118821415,2026-09-07 15:31:22
"& (정규직) SK텔레콤 부산2,3센터 114 대표전화","## (정규직) SK텔레콤 부산2,3센터 114 대표전화 사원 모집","서비스 기타, 고객상담·인바운드, 텔레마케팅·아웃바운드",1년이상,"연봉 32,000,000원",부산 동래구 안락1동,,2026-09-27,https://www.albamon.com/jobs/detail/119028152,2026-09-07 15:31:22
주식회사 뺑스톡/프랑스 루브르 바게트,[신규OPEN/기존매장] 프랑스 루브르 바게트 직원&파트타이머 모집,"바리스타, 매장관리·판매 기타",6개월~1년,"시급 10,320원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/119034602,2026-09-07 15:31:22
포항이동점,"[포항이동점](주5일 근무)상품 피킹,패킹업무 스태프 모집","유통점·마트, 포장·품질검사, 물류피킹·포장·전산",3개월~6개월,"시급 11,500원",경북 포항시 북구 득량동,,상시모집,https://www.albamon.com/jobs/detail/118911361,2026-09-07 15:31:22
삼성반도체,삼성고덕 신호수/화재감시자/안전감시단모집  월400이상 기숙사o 초보o,"공사·건설현장, 전기·칸막이·배관공사, 생산·건설·노무 기타",1년이상,"월급 4,000,000원",경기 평택시 고덕면,,상시모집,https://www.albamon.com/jobs/detail/119035491,2026-09-07 15:31:22
노브랜드버거 신촌점,노브랜드버거 신촌점 평일 마감 근무자 모집합니다,패스트푸드점,6개월~1년,"시급 10,320원",서울 마포구 아현동,,상시모집,https://www.albamon.com/jobs/detail/119016620,2026-09-07 15:31:22
신동탄지국,SK인텔릭스 멤버스케어(MC)를 모집합니다.,"렌탈관리·A/S, 서비스 기타",1년이상,"월급 2,700,000원",경기 화성시 동탄구 금곡동,,상시모집,https://www.albamon.com/jobs/detail/119035495,2026-09-07 15:31:22
삼양패키징 대전1공장,[출고검수]삼양패키징 대전1공장 검수 아르바이트,입출고·창고관리,3개월~6개월,"시급 11,000원",대전 전체,,2026-09-14,https://www.albamon.com/jobs/detail/119041821,2026-09-07 15:31:22
민락코스트코점,우지커피 민락코스트코점 목금 미들pt 구인,"바리스타, 커피전문점, 매장관리·판매 기타",6개월~1년,"시급 10,320원",경기 의정부시 민락동,,상시모집,https://www.albamon.com/jobs/detail/118961092,2026-09-07 15:31:22
삼성화재금융서비스,(매달100만원x6개월지원) 삼성화재금융서비스 신입컨설턴트 모집,"고객상담·인바운드, 텔레마케팅·아웃바운드, 금융·보험영업",1년이상,"연봉 50,000,000원",경기 남양주시 다산동,,상시모집,https://www.albamon.com/jobs/detail/119041051,2026-09-07 15:31:22
매머드 익스프레스 양평동점,매머드익스프레스 양평자이점 평일 미들-마감 알바구인,"바리스타, 커피전문점, 매장관리·판매",6개월~1년,"시급 12,660원",서울 전체,,상시모집,https://www.albamon.com/jobs/detail/118926935,2026-09-07 15:31:22
잡코리아파트너스 유한회사,[평촌/정규직] 오니츠카타이거 매장직 채용,"매장관리·판매, 백화점·쇼핑몰, 의류·잡화·쥬얼리매장",1년이상,"연봉 30,000,000원",경기 안양시 동안구,,2026-09-10,https://www.albamon.com/jobs/detail/118936993,2026-09-07 15:31:22
우지커피 구파발역점,"[12-18시/목,금]우지커피 구파발역점 평일 미들pt","바리스타, 커피전문점, 매장관리·판매 기타",6개월~1년,"시급 10,320원",서울 은평구 진관동,,상시모집,https://www.albamon.com/jobs/detail/118801275,2026-09-07 15:31:22
