통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,직무상세,직무키워드,담당업무,자격요건,우대사항,직종,직종코드,직종명,직종대분류코드,직종대분류,직종코드근거,업종,직급직책,근무요일,근무시작,근무종료,근무시간,급여형태,급여최소,급여최대,급여,채용인원,채용인원구분,모집인원원문,학력,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,상세주소,기술스택,마감일,마감구분,원본_직무,원본_경력,원본_고용형태,원본_지역,원본_마감일,공고URL,외부원본ID,수집시각,부산판정근거
,잡코리아,49819595,㈜극동글로비스,극동글로비스,LG전자 5톤윙바디 화물기사 모집 (서울/경기/인천/대구/부산),"전자, 화물, 기사, 화물기사",,,,,,,,,,,,,,,,,,월급,550,701,"월급 5,500,000원 ~ 7,010,000원",,없음,,학력무관,무관,0,정규직,정규직,,대구,달성군,대구 달성군,대구 달성군 옥포읍 본리리,,2026-10-19,기한,"㈜극동글로비스에서 정규직 경력무관 채용을 진행합니다. 근무지는 대구 달성군 옥포읍 본리리이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,대구 달성군,2026-10-19,https://www.jobkorea.co.kr/Recruit/GI_Read/49819595,,2026-09-07 20:57:28,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49919764,㈜멕헬스케어,멕헬스케어,[멕헬스케어] 부산지사 호흡사업부 채용,,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 물금읍 증산역로 177 (가촌리,,2026-10-03,기한,"㈜멕헬스케어에서 정규직 경력 채용을 진행합니다. 근무지는 경남 양산시 물금읍 증산역로 177 (가촌리, 라피에스타)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경남 양산시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49919764,,2026-09-07 20:58:38,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49920082,㈜제니엘휴먼,제니엘휴먼,[부산권 사업장 관리/주5]물류센터 현장운영 관리자 채용,"물류, 현장, 물류센터",,,,,,,,,,,,,,,,,,연봉,3100,3501,"연봉 31,000,000원 ~ 35,010,000원",,없음,,학력무관,경력,,정규직,정규직,,경남,창원시,경남 창원시,경남 창원시 진해구 신항4로 15-85 (용원동,,2026-10-03,기한,"㈜제니엘휴먼에서 정규직 경력 채용을 진행합니다. 근무지는 경남 창원시 진해구 신항4로 15-85 (용원동, 범한판토스)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경남 창원시,2026-10-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49920082,,2026-09-07 20:59:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49847130,㈜티파니코리아,티파니코리아,[Tiffany & Co.] 부산/대구지역 백화점 부매니저 및 판매사원,"매니저, 판매, 사원, 판매사원",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,대구,동구,대구 동구,대구 동구 동부로 149 (신천동,,2026-10-24,기한,"㈜티파니코리아에서 정규직 경력 채용을 진행합니다. 근무지는 대구 동구 동부로 149 (신천동, 신세계동대구복합환승센터)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,대구 동구,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/49847130,,2026-09-07 21:00:48,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49776569,㈜건국물류,건국물류,[부산 5톤 화물차 운송]거주지 인근 출발/본사 직접 배차/꾸준한 물량,"대기업 공산품, 화물, 운송, 부산 5톤 화물차 운송",대기업 공산품,,,경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 야간근무 가능자, 지방근무 가능자, 관련 자격증 보유자, 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자, 중장년층, 외국인 자격증",,,,,,,물류·운송·배송,,협의,09:00,18:00,"협의가능 09:00 ~ 18:00 탄력근무제 출퇴근, 차숙 (협의 가능)",월급,500,800,월급 500만원 ~ 800만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,경기,광명시,경기 광명시,"경기 광명시 신기로 21 (일직동, 대호엠스퀘어) (GS스틸타워) 11층 1103호",,2026-10-12,기한,"㈜건국물류에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경기 광명시 신기로 21 (일직동, 대호엠스퀘어)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경기 광명시,2026-10-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49776569,,2026-09-07 21:01:11,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49782053,㈜휴머니스트,휴머니스트,[JIMMY CHOO] 명품 지미추 코리아 서울/부산 백화점/아울렛 판매사원 채용,"판매, 사원, 판매사원",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,서울,서초구,서울 서초구,서울 서초구 신반포로 176 (반포동,,2026-10-12,기한,"㈜휴머니스트에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 서초구 신반포로 176 (반포동, 센트럴시티)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 서초구,2026-10-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49782053,,2026-09-07 21:02:25,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49915914,㈜건국물류,건국물류,[부산/울산 택배간선]5톤 화물운전 일자리/고정노선/꾸준한 물량/매출제,"5톤 화물차 택배 간선 운송기사, 화물, 택배, 운송, 기사, 운송기사, 운전, 울산 택배간선",5톤 화물차 택배 간선 운송기사,,,경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 관련 자격증 보유자, 유관업무 경력자(1년), 즉시출근 가능자, 장기근무 가능자 자격증",,,,,,,물류·운송·배송,,협의,07:00,07:00,"협의가능 07:00 ~ 07:00 탄력근무제 출퇴근, 차숙 (협의 가능)",월급,450,600,월급 450만원 ~ 600만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,경기,광명시,경기 광명시,"경기 광명시 신기로 21 (일직동, 대호엠스퀘어) (GS스틸타워) 11층 1103호",,2026-11-02,기한,"㈜건국물류에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경기 광명시 신기로 21 (일직동, 대호엠스퀘어)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경기 광명시,2026-11-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49915914,,2026-09-07 21:07:40,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49852873,㈜건국물류,건국물류,"[부산/울산]5톤 화물차 운송기사/다수 노선 보유/본사 직접 배차/지입,임대","5톤 화물운송 일자리, 화물, 운송, 기사, 운송기사",5톤 화물운송 일자리,,,경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 관련 자격증 보유자, 유관업무 경력자(1년), 즉시출근 가능자, 장기근무 가능자 자격증",,,,,,,물류·운송·배송,,협의,09:00,18:00,"협의가능 09:00 ~ 18:00 탄력근무제 출퇴근, 차숙 (협의 가능)",월급,450,700,월급 450만원 ~ 700만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,경기,광명시,경기 광명시,"경기 광명시 신기로 21 (일직동, 대호엠스퀘어) (GS스틸타워) 11층 1103호",,2026-10-24,기한,"㈜건국물류에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경기 광명시 신기로 21 (일직동, 대호엠스퀘어)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경기 광명시,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/49852873,,2026-09-07 21:13:04,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49787273,㈜극동글로비스,극동글로비스,운전만 가능하시면 됩니다/화물운송 담당자 모집/김해/울산/부산/대구/,"운전, 화물, 운송",,,,,,,,,,,,,,,,,,월급,450,651,"월급 4,500,000원 ~ 6,510,000원",,없음,,학력무관,무관,0,"정규직, 계약직","계약직, 정규직",,경남,양산시,경남 양산시,경남 양산시 물금읍 제방로 27 (증산리),,2026-10-13,기한,"㈜극동글로비스에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 물금읍 제방로 27 (증산리)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",경남 양산시,2026-10-13,https://www.jobkorea.co.kr/Recruit/GI_Read/49787273,,2026-09-07 21:14:11,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49788702,㈜월드비전종합물류,월드비전종합물류,"[월440만] 한솥도시락, 하이오커피 프랜차이즈 배송기사 / 부산 김해 울산","배송, 기사, 배송기사",,,,,,,,,,,,,,,,,,월급,423,,"월급 4,230,000원",,없음,,학력무관,무관,0,정규직,정규직,,경남,김해시,경남 김해시,경남 김해시 한림면 퇴래리,,2026-10-13,기한,"㈜월드비전종합물류에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 김해시 한림면 퇴래리이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 김해시,2026-10-13,https://www.jobkorea.co.kr/Recruit/GI_Read/49788702,,2026-09-07 21:14:28,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49798313,㈜건국물류,건국물류,[롯데택배]부산 5톤 윙바디 화물운전직 기사/정년없는 평생직장/고정노선,"롯데 택배 5톤 화물운송기사, 택배, 화물, 운송, 기사, 화물운송기사, 운전, 롯데택배",롯데 택배 5톤 화물운송기사,,,경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 야간근무 가능자, 지방근무 가능자, 관련 자격증 보유자, 유관업무 경력자(1년), 즉시출근 가능자, 장기근무 가능자 자격증",,,,,,,물류·운송·배송,,협의,09:00,18:00,"협의가능 09:00 ~ 18:00 탄력근무제 출퇴근, 차숙 (협의 가능)",월급,500,700,월급 500만원 ~ 700만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,경기,광명시,경기 광명시,"경기 광명시 신기로 21 (일직동, 대호엠스퀘어) (GS스틸타워) 11층 1103호",,2026-10-17,기한,"㈜건국물류에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경기 광명시 신기로 21 (일직동, 대호엠스퀘어)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경기 광명시,2026-10-17,https://www.jobkorea.co.kr/Recruit/GI_Read/49798313,,2026-09-07 21:14:48,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49875447,㈜극동글로비스,극동글로비스,농심 화물운송기사 / 운전직모집 (서울/경기/인천/대전/전북/대구/부산),"화물, 운송, 기사, 운전, 화물운송기사",,,,,,,,,,,,,,,,,,월급,500,701,"월급 5,000,000원 ~ 7,010,000원",,없음,,학력무관,경력,,정규직,정규직,,경북,구미시,경북 구미시,경북 구미시 1공단로7길 58-11 (공단동),,2026-10-27,기한,"㈜극동글로비스에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경북 구미시 1공단로7길 58-11 (공단동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,경북 구미시,2026-10-27,https://www.jobkorea.co.kr/Recruit/GI_Read/49875447,,2026-09-07 21:19:14,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49795951,㈜슈퍼브에이아이,슈퍼브에이아이,"[Business] 수행 PM (대구 또는 부산, 1년 계약직)",PM,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,계약직,계약직,,대구,,대한민국 대구광역시,대한민국 대구광역시,,2026-10-17,기한,"㈜슈퍼브에이아이에서 계약직 경력 채용을 진행합니다. 근무지는 대한민국 대구광역시이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,계약직,대한민국 대구광역시,2026-10-17,https://www.jobkorea.co.kr/Recruit/GI_Read/49795951,,2026-09-07 21:23:38,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49807594,코오롱모터스㈜,코오롱모터스,[코오롱모터스] BMW 경상권 서비스센터 채용 (대구/구미/김해/부산),,,,,,,,,,,,,,,,,,,,,,,,없음,,고졸 이상,경력,,"정규직, 인턴","인턴, 정규직",,대구,동구,대구 동구,대구 동구 안심로55길 39 (동호동),,2026-10-18,기한,"코오롱모터스㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 대구 동구 안심로55길 39 (동호동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 인턴",대구 동구,2026-10-18,https://www.jobkorea.co.kr/Recruit/GI_Read/49807594,,2026-09-07 21:24:06,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49885326,㈜동부산컨트리클럽,동부산컨트리클럽,동부산컨트리클럽 프론트 채용공고,,,,,,,,,,,,,,,,,,,연봉,3000,,"연봉 30,000,000원",,없음,,초대졸 이상,무관,0,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 매곡외산로 282 (매곡동),,2026-10-30,기한,"㈜동부산컨트리클럽에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 매곡외산로 282 (매곡동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 양산시,2026-10-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49885326,,2026-09-07 21:31:13,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49842866,㈜동부산컨트리클럽,동부산컨트리클럽,동부산컨트리클럽 미화 담당 직원 채용공고,"미화, 직원",,,,,,,,,,,,,,,,,,연봉,3000,,"연봉 30,000,000원",,없음,,고졸 이상,무관,0,정규직,정규직,,경남,양산시,경남 양산시,경남 양산시 매곡외산로 282 (매곡동),,2026-10-23,기한,"㈜동부산컨트리클럽에서 정규직 경력무관 채용을 진행합니다. 근무지는 경남 양산시 매곡외산로 282 (매곡동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경남 양산시,2026-10-23,https://www.jobkorea.co.kr/Recruit/GI_Read/49842866,,2026-09-07 21:31:45,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49928951,㈜아이메이그룹,아이메이그룹,[부산지역] 의료관광회사 사무행정직 구인,"사무행정보조, 사무행정, 직원, 사무, 사무직",사무행정보조,,는 다음과 같습니다. - 직원의 입/ 퇴사 및 근태 관리 - 사무실 비품 주문 및 관리 - 비용처리 영수증 정리 - 업무 지원 사무직,경력 경력무관 학력 학력무관,"중국어 가능자 ㆍ컴퓨터 활용 가능자 ㆍ성격이 활발하며, 의사소통이 원활한자 ㆍ책임감이 있으면, 함께 오래 일할 수 있는 자.",,026202,영업 기획·관리·지원 사무원,0,경영·사무·금융·보험,추정,여행사업,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,회사내규,,,회사 내규에 따름,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,강남구,서울 강남구,"서울 강남구 강남대로110길 49 (역삼동) 지하2층,지하1층,지상1층,지상2층(역삼동)",,2026-11-03,기한,"㈜아이메이그룹에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 강남구 강남대로110길 49 (역삼동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 강남구,2026-11-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49928951,,2026-09-07 21:34:37,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49858180,재단법인 한국승강기안전원,한국승강기안전원,"신입·경력 (서울, 전남광주, 전북, 부산) 승강기 안전검사자 모집 공고",검사,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,무관,0,정규직,정규직,,서울,강동구,서울 강동구,서울 강동구 성안로 163 (천호동,,2026-09-25,기한,"재단법인 한국승강기안전원에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 강동구 성안로 163 (천호동, 강동대세빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 강동구,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49858180,,2026-09-07 18:33:18,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49862063,한국퓨전트레이드㈜,한국퓨전트레이드,"Sales Account Executive  부산, 경남권 담당",,,,,,,,,,,,,,,,,,,,,,,,없음,,대졸 이상,경력,,정규직,정규직,,서울,강남구,서울 강남구,서울 강남구 테헤란로 152 (역삼동,,2026-09-25,기한,"한국퓨전트레이드㈜에서 정규직 경력 채용을 진행합니다. 근무지는 서울 강남구 테헤란로 152 (역삼동, 강남파이낸스센터)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,서울 강남구,2026-09-25,https://www.jobkorea.co.kr/Recruit/GI_Read/49862063,,2026-09-07 18:34:26,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49897277,한일철강㈜,한일철강,"[코스피/중견]한일철강(주) 철강영업 신입/경력(서울,부산,포항)",영업,,,,,,,,,,,,,,,,,,,,,,,없음,,대졸 이상,경력,,정규직,정규직,,서울,중구,서울 중구,서울 중구 충무로3가,,2026-09-30,기한,"한일철강㈜에서 정규직 신입·경력 채용을 진행합니다. 근무지는 서울 중구 충무로3가이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,정규직,서울 중구,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49897277,,2026-09-07 18:45:36,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49767804,삼성생명㈜,삼성생명,(부산 전지점)삼성생명(주) GFC 사업부 및  SFP 지역단 금융영업 위촉직 채용,"GFC 사업부, SFP 지역단, 영업","GFC 사업부, SFP 지역단",,,경력 신입·경력 학력 학력무관,기본우대 모집요강 참조,,,,,,,증권·보험·카드,,협의,09:00,17:00,협의가능 09:00 ~ 17:00 면접후 결정,회사내규,,,"회사 내규에 따름 (면접 후 결정, 상세요강 참조)",1,명시,1,,경력,,기타,,,서울,서초구,서울 서초구,"서울 서초구 서초대로74길 11 (서초동, 삼성전자빌딩) 삼성생명㈜",,2026-10-11,기한,"삼성생명㈜에서 신입·경력 채용을 진행합니다. 근무지는 서울 서초구 서초대로74길 11 (서초동, 삼성전자빌딩)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,기타,서울 서초구,2026-10-11,https://www.jobkorea.co.kr/Recruit/GI_Read/49767804,,2026-09-07 19:01:29,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49928951,㈜아이메이그룹,아이메이그룹,[부산지역] 의료관광회사 사무행정직 구인,"사무행정보조, 사무행정, 직원, 사무, 사무직",사무행정보조,,는 다음과 같습니다. - 직원의 입/ 퇴사 및 근태 관리 - 사무실 비품 주문 및 관리 - 비용처리 영수증 정리 - 업무 지원 사무직,경력 경력무관 학력 학력무관,"중국어 가능자 ㆍ컴퓨터 활용 가능자 ㆍ성격이 활발하며, 의사소통이 원활한자 ㆍ책임감이 있으면, 함께 오래 일할 수 있는 자.",,026202,영업 기획·관리·지원 사무원,0,경영·사무·금융·보험,추정,여행사업,,주5일(월~금),09:00,18:00,주5일(월~금) 09:00 ~ 18:00,회사내규,,,회사 내규에 따름,1,명시,1,,무관,0,"정규직, 계약직","계약직, 정규직",,서울,강남구,서울 강남구,"서울 강남구 강남대로110길 49 (역삼동) 지하2층,지하1층,지상1층,지상2층(역삼동)",,2026-11-03,기한,"㈜아이메이그룹에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 강남구 강남대로110길 49 (역삼동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",서울 강남구,2026-11-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49928951,,2026-09-07 19:07:43,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49924391,㈜데브올,데브올,[근무지 부산] Java 금융권 경력자 모집합니다.,,,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,"정규직, 계약직","계약직, 정규직",,서울,금천구,서울 금천구,서울 금천구 디지털로 178 (가산동),,2026-10-04,기한,"㈜데브올에서 정규직 경력 채용을 진행합니다. 근무지는 서울 금천구 디지털로 178 (가산동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,"정규직, 계약직",서울 금천구,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49924391,,2026-09-07 19:09:43,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49907652,㈜원에이치알코퍼레이션,원에이치알코퍼레이션,[부산.경남지역] 외국계 가전브랜드 유통점 순회 영업관리직 모집,"영업관리, 유통, 판매, 영업, 사원, 교육, 판매사원",영업관리,,영업관리 및 지원 (Super-Visor) 부산.경남권 가전제품 유통점 순회 영업관리 진열점검 / 매출관리 / 판매협조영업 / 판매사원 관리 / 제품 교육 학력 : 고졸이상 경력 : 경력무관,경력 경력무관 학력 고졸이상,"기본우대 차량소지자, 운전가능자, 유관업무 경험자(인턴·알바), 유관업무 경력자(2년), 장기근무 가능자",,015100,영업 및 판매 관련 관리자,0,경영·사무·금융·보험,추정,백화점·유통·도소매,,주5일(월~금),10:00,19:00,주5일(월~금) 10:00 ~ 19:00,연봉,3000,3000,연봉 3000만원 ~ 3000만원,1,명시,1,,무관,0,정규직,정규직,,서울,영등포구,서울 영등포구,서울 영등포구 양평동3가 16 양평동우림 이 비지센타 511호,,2026-10-02,기한,"㈜원에이치알코퍼레이션에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 영등포구 양평동3가이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,서울 영등포구,2026-10-02,https://www.jobkorea.co.kr/Recruit/GI_Read/49907652,,2026-09-07 19:21:05,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49633523,위스탭㈜,위스탭,[반려용품 명품1위] [강남/송도/판교/김포/부산/대전] 백화점 판매전문직,판매,,,,,,,,,,,,,,,,,,,,,,,없음,,고졸 이상,무관,0,"정규직, 계약직, 임시직","계약직, 정규직",,서울,강남구,서울 강남구,서울 강남구 테헤란로 517 (삼성동,,2027-07-21,기한,"위스탭㈜에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 강남구 테헤란로 517 (삼성동, 현대백화점)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직, 임시직",서울 강남구,2027-07-21,https://www.jobkorea.co.kr/Recruit/GI_Read/49633523,,2026-09-07 19:35:08,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49599757,위드가인㈜,위드가인,[록시땅] [ 하남/목동/영등포/부산 ] 내부럴뷰티 록시땅 뷰티아티스트,뷰티아티스트,,,,,,,,,,,,,,,,,,,,,,,없음,,고졸 이상,무관,0,"정규직, 계약직, 임시직","계약직, 정규직",,서울,양천구,서울 양천구,서울 양천구 목동동로 257 (목동,,2027-07-15,기한,"위드가인㈜에서 정규직 경력무관 채용을 진행합니다. 근무지는 서울 양천구 목동동로 257 (목동, 현대하이페리온)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직, 임시직",서울 양천구,2027-07-15,https://www.jobkorea.co.kr/Recruit/GI_Read/49599757,,2026-09-07 19:55:36,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49820824,한국야마자키마작㈜,한국야마자키마작,"[경력] CS엔지니어/유지보수 - 화성 동탄, 부산","엔지니어, 유지보수, CS엔지니어",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,경기,화성시,경기 화성시,경기 화성시 동탄면 동탄산단 6길 46,,2026-09-30,기한,"한국야마자키마작㈜에서 정규직 경력 채용을 진행합니다. 근무지는 경기 화성시 동탄면 동탄산단 6길 46이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,경기 화성시,2026-09-30,https://www.jobkorea.co.kr/Recruit/GI_Read/49820824,,2026-09-07 20:37:36,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49776569,㈜건국물류,건국물류,[부산 5톤 화물차 운송]거주지 인근 출발/본사 직접 배차/꾸준한 물량,"대기업 공산품, 화물, 운송, 부산 5톤 화물차 운송",대기업 공산품,,,경력 신입·경력 학력 학력무관 스킬,"기본우대 인근거주자, 차량소지자, 운전가능자, 야간근무 가능자, 지방근무 가능자, 관련 자격증 보유자, 유관업무 경력자, 즉시출근 가능자, 장기근무 가능자, 중장년층, 외국인 자격증",,,,,,,물류·운송·배송,,협의,09:00,18:00,"협의가능 09:00 ~ 18:00 탄력근무제 출퇴근, 차숙 (협의 가능)",월급,500,800,월급 500만원 ~ 800만원,1,명시,1,,경력,,"정규직, 계약직","계약직, 정규직",,경기,광명시,경기 광명시,"경기 광명시 신기로 21 (일직동, 대호엠스퀘어) (GS스틸타워) 11층 1103호",,2026-10-12,기한,"㈜건국물류에서 정규직 신입·경력 채용을 진행합니다. 근무지는 경기 광명시 신기로 21 (일직동, 대호엠스퀘어)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",신입·경력,"정규직, 계약직",경기 광명시,2026-10-12,https://www.jobkorea.co.kr/Recruit/GI_Read/49776569,,2026-09-07 20:37:41,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49922185,㈜청송건설,청송건설,[부산진구]건설현장관리자 채용 공고,현장관리,,,,,,,,,,,,,,,,,,연봉,3900,,"연봉 39,000,000원",,없음,,학력무관,무관,0,정규직,정규직,,경기,과천시,경기 과천시,경기 과천시 새술막길 39 (중앙동,,2027-09-03,기한,"㈜청송건설에서 정규직 경력무관 채용을 진행합니다. 근무지는 경기 과천시 새술막길 39 (중앙동, kt과천스마트타워)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,정규직,경기 과천시,2027-09-03,https://www.jobkorea.co.kr/Recruit/GI_Read/49922185,,2026-09-07 20:40:39,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49930374,㈜씨엑스다임,씨엑스다임,[웹에이전시] 부산에서 근무 가능하신 금융권 UIUX 기획자 분을 모집합니다,기획,,,,,,,,,,,,,,,,,,,,,,,없음,,초대졸 이상,무관,0,"정규직, 계약직","계약직, 정규직",,인천,서구,인천 서구,인천 서구 파랑로 495 (청라동),,2026-10-04,기한,"㈜씨엑스다임에서 정규직 경력무관 채용을 진행합니다. 근무지는 인천 서구 파랑로 495 (청라동)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력무관,"정규직, 계약직",인천 서구,2026-10-04,https://www.jobkorea.co.kr/Recruit/GI_Read/49930374,,2026-09-07 21:24:21,제목엔 부산이나 근무지주소가 타지역
,잡코리아,49847130,㈜티파니코리아,티파니코리아,[Tiffany & Co.] 부산/대구지역 백화점 부매니저 및 판매사원,"매니저, 판매, 사원, 판매사원",,,,,,,,,,,,,,,,,,,,,,,없음,,학력무관,경력,,정규직,정규직,,대구,동구,대구 동구,대구 동구 동부로 149 (신천동,,2026-10-24,기한,"㈜티파니코리아에서 정규직 경력 채용을 진행합니다. 근무지는 대구 동구 동부로 149 (신천동, 신세계동대구복합환승센터)이며, 자세한 조건은 공고를 통해 확인할 수 있습니다.",경력,정규직,대구 동구,2026-10-24,https://www.jobkorea.co.kr/Recruit/GI_Read/49847130,,2026-09-07 21:40:32,제목엔 부산이나 근무지주소가 타지역
